country;symbol;name;full_name;isin;currency;asset_type
brazil;0P0000UFDX;Redwood Bronze Fundo De Investimento Em Ações;Redwood Bronze Fundo De Investimento Em Ações;BRPNN1CTF003;BRL;funds
brazil;0P0000U8QA;Arvus Equities Fundo De Investimento De Ações;Arvus Equities Fundo De Investimento De Ações;BRARV3CTF002;BRL;funds
brazil;0P0000U89I;Bradesco Fundo De Investimento Em Cotas De Fundos De Investimento Em Ações Iv;Bradesco Fundo De Investimento Em Cotas De Fundos De Investimento Em Ações Iv;BRFIA4CTF001;BRL;funds
brazil;0P0000WMRH;Bbt-fundo De Investimento Em Ações;Bbt-fundo De Investimento Em Ações;BRFBB5CTF004;BRL;funds
brazil;0P0000U9XS;Mirae Asset Ibovespa Ativo Fundo De Investimento Em Ações;Mirae Asset Ibovespa Ativo Fundo De Investimento Em Ações;BRMRAECTF009;BRL;funds
brazil;0P0000VPW1;Geração Futuro Fundo De Investimento Em Ações Investpost;Geração Futuro Fundo De Investimento Em Ações Investpost;BRIVP1CTF000;BRL;funds
brazil;0P0000U9DS;Fundo De Investimento Em Ações Caixa Sustentabilidade Empresarial - Ise;Fundo De Investimento Em Ações Caixa Sustentabilidade Empresarial - Ise;BRISE2CTF006;BRL;funds
brazil;0P0000U2IE;Alfamais - Fundo De Investimento Em Cotas De Fundos De Investimento Em Ações;Alfamais - Fundo De Investimento Em Cotas De Fundos De Investimento Em Ações;BRAMASCTF005;BRL;funds
brazil;0P0000U81W;Bradesco Fundo De Investimento Em Cotas De Fundos De Investimento Em Ações Governança Corporativa;Bradesco Fundo De Investimento Em Cotas De Fundos De Investimento Em Ações Governança Corporativa;BRBGC1CTF001;BRL;funds
brazil;0P0000UFTA;Cultinvest Valor - Fundo De Investimento Em Ações Livre;Cultinvest Valor - Fundo De Investimento Em Ações Livre;BRCLT3CTF000;BRL;funds
brazil;0P0000UA44;Finacap Fundo De Investimento Em Ações;Finacap Fundo De Investimento Em Ações;BRFCP1CTF006;BRL;funds
brazil;0P0000TM18;Rio Bravo Fundamental Fundo De Investimento Em Ações;Rio Bravo Fundamental Fundo De Investimento Em Ações;BRRBFNCTF002;BRL;funds
brazil;0P0000U80V;Bradesco Fundo De Investimento Em Cotas De Fundos De Investimento Em Ações Maxi;Bradesco Fundo De Investimento Em Cotas De Fundos De Investimento Em Ações Maxi;BRCFMXCTF000;BRL;funds
brazil;0P0000U9XQ;Mirae Asset Ibovespa Ativo Gold Fundo De Investimento Em Acoes;Mirae Asset Ibovespa Ativo Gold Fundo De Investimento Em Acoes;BRMRA9CTF000;BRL;funds
brazil;0P00018PU3;Método Ações Fundo De Investimento Em Cotas De Fundos De Investimento Em Ações;Método Ações Fundo De Investimento Em Cotas De Fundos De Investimento Em Ações;BRMTD3CTF008;BRL;funds
brazil;0P0000U7S0;Bradesco Prime Fic De Fundos De Investimento Em Ações índice De Sustentabilidade Empresarial;Bradesco Prime Fic De Fundos De Investimento Em Ações índice De Sustentabilidade Empresarial;BRBPISCTF009;BRL;funds
brazil;0P000181AR;Safari Mais Fundo De Investimento Em Cotas De Fundos De Investimentos Em Multimercado Ii;Safari Mais Fundo De Investimento Em Cotas De Fundos De Investimentos Em Multimercado Ii;BRSFD3CTF008;BRL;funds
brazil;0P0000UG1V;Western Asset Ações Ibovespa Ativo Silver Fic Fi;Western Asset Ações Ibovespa Ativo Silver Fic Fi;BRFOCUCTF002;BRL;funds
brazil;0P0000U47A;ágora Bolsa Fundo De Investimento Em Cotas De Fundos De Investimento Em Ações;ágora Bolsa Fundo De Investimento Em Cotas De Fundos De Investimento Em Ações;BRAGO2CTF006;BRL;funds
brazil;0P0000U6RM;Platinum Capital Absoluto Fundo De Investimento De Acoes;Platinum Capital Absoluto Fundo De Investimento De Acoes;BRPLA9CTF003;BRL;funds
brazil;0P0000XOXJ;Amsterdam Fundo De Investimento Em Cotas De Fundos De Investimento Multimercado;Amsterdam Fundo De Investimento Em Cotas De Fundos De Investimento Multimercado;BRLNX5CTF006;BRL;funds
brazil;0P0000U83Y;Bradesco Prime Fundo De Investimento Em Cotas De Fundos De Investimento Em Ações Ibovespa Ativo;Bradesco Prime Fundo De Investimento Em Cotas De Fundos De Investimento Em Ações Ibovespa Ativo;BRIBATCTF009;BRL;funds
brazil;0P0000U83M;Bradesco Prime Fundo De Investimento Em Cotas De Fundos De Investimento Em Ações Seleção;Bradesco Prime Fundo De Investimento Em Cotas De Fundos De Investimento Em Ações Seleção;BRBPA1CTF002;BRL;funds
brazil;0P0000WYI6;1818 Fundo De Investimento Em Cotas De Fundos De Investimento De Ações;1818 Fundo De Investimento Em Cotas De Fundos De Investimento De Ações;BRSUN5CTF002;BRL;funds
brazil;0P0000X5P0;Maam Fundo De Investimento De Ações - Bdr Nível I;Maam Fundo De Investimento De Ações - Bdr Nível I;BRMAM3CTF008;BRL;funds
brazil;0P0000U95U;Lfi Private Stocks Fundo De Investimento De Ações;Lfi Private Stocks Fundo De Investimento De Ações;BRLGN4CTF000;BRL;funds
brazil;0P0000X3B8;Mar-sal Fundo De Investimento Em Cotas De Fundos De Investimento Em Ações Investimento No Exterior;Mar-sal Fundo De Investimento Em Cotas De Fundos De Investimento Em Ações Investimento No Exterior;BRMAR5CTF008;BRL;funds
brazil;0P0000U89J;Bradesco Ba Fundo De Investimento Em Cotas De Fundos De Investimento Em Ações;Bradesco Ba Fundo De Investimento Em Cotas De Fundos De Investimento Em Ações;BRBACFCTF001;BRL;funds
brazil;0P0000UBJ6;Western Asset Ibovespa Ativo Fundo De Investimento Em Ações;Western Asset Ibovespa Ativo Fundo De Investimento Em Ações;BRLGM4CTF001;BRL;funds
brazil;0P0000TLKO;Arx Fundo De Investimento Em Ações;Arx Fundo De Investimento Em Ações;BRARXFCTF003;BRL;funds
brazil;0P0000A4QD;Itaú Ações Excelência Social - Fundo De Investimento Em Cotas De Fundos De Investimento;Itaú Ações Excelência Social - Fundo De Investimento Em Cotas De Fundos De Investimento;BRIESCCTF001;BRL;funds
brazil;0P0000U9AQ;Ats Hedge Fundo De Investimento Multimercado Credito Privado Investimento No Exterior;Ats Hedge Fundo De Investimento Multimercado Credito Privado Investimento No Exterior;BRFRMNCTF009;BRL;funds
brazil;0P0000UFEK;Tcj Capital Fundo De Investimento De Ações - Bdr Nível I;Tcj Capital Fundo De Investimento De Ações - Bdr Nível I;BRTCJ1CTF008;BRL;funds
brazil;0P0000UEZ4;Cshg Macaúba Fundo De Investimento Multimercado - Investimento No Exterior;Cshg Macaúba Fundo De Investimento Multimercado - Investimento No Exterior;BRMCB1CTF003;BRL;funds
brazil;0P0000U9CG;Fundo De Investimento De Ações Tarpon Cfj;Fundo De Investimento De Ações Tarpon Cfj;BRCFJ1CTF004;BRL;funds
brazil;0P0000U6HQ;Mint Batalha Value Fundo De Investimento Em Ações;Mint Batalha Value Fundo De Investimento Em Ações;BRMNT2CTF008;BRL;funds
brazil;0P0000VEEF;Trivella M3 Fundo De Investimento Multimercado;Trivella M3 Fundo De Investimento Multimercado;BRTRVMCTF003;BRL;funds
brazil;0P0000ZOYS;Guepardo C Fundo De Investimento Em Cotas De Fundos De Investimento De Ações;Guepardo C Fundo De Investimento Em Cotas De Fundos De Investimento De Ações;BRGUE6CTF005;BRL;funds
brazil;0P0000U3C1;Santander Fundo De Investimento Em Cotas De Fundos De Investimento Seleção Max Ações;Santander Fundo De Investimento Em Cotas De Fundos De Investimento Seleção Max Ações;BRSSCPCTF006;BRL;funds
brazil;0P0000U6XV;Tempo Capital Pg Fundo De Investimento Em Cotas De Fundos De Investimento Em Ações;Tempo Capital Pg Fundo De Investimento Em Cotas De Fundos De Investimento Em Ações;BRTMP2CTF006;BRL;funds
brazil;0P0000U6GJ;Maxiplan Fundo De Investimento De Ações;Maxiplan Fundo De Investimento De Ações;BRMXP3CTF008;BRL;funds
brazil;0P0000U9TD;Ffb 1 Fundo De Investimento Em Acoes;Ffb 1 Fundo De Investimento Em Acoes;BRFFB1CTF009;BRL;funds
brazil;0P0000U5Y7;Fundo Social Fundo De Investimento Em Ações;Fundo Social Fundo De Investimento Em Ações;BRAD11CTF001;BRL;funds
brazil;0P0000U0RC;Bb Acoes Indice De Sustentabilidade Empresarial Jovem Fic De Fundos De Investimento Em Ações;Bb Acoes Indice De Sustentabilidade Empresarial Jovem Fic De Fundos De Investimento Em Ações;BRISEFCTF004;BRL;funds
brazil;0P0000U7Z6;Bradesco Fundo De Investimento Em Ações Sustentabilidade Empresarial;Bradesco Fundo De Investimento Em Ações Sustentabilidade Empresarial;BRGCO2CTF004;BRL;funds
brazil;0P0000U9QG;Btg Pactual Multi Ações Fundo De Investimento De Ações;Btg Pactual Multi Ações Fundo De Investimento De Ações;BRUPA1CTF009;BRL;funds
brazil;0P0000UF32;Itaú Personnalité Ações Dividendos Fundo De Investimento Em Cotas De Fundos De Investimento;Itaú Personnalité Ações Dividendos Fundo De Investimento Em Cotas De Fundos De Investimento;BRDIV5CTF005;BRL;funds
brazil;0P0000U6XG;Target Rio Fundo De Investimento Em Ações;Target Rio Fundo De Investimento Em Ações;BRTAA1CTF009;BRL;funds
brazil;0P0000U2WM;Safra Exportação Fundo De Investimento Em Ações;Safra Exportação Fundo De Investimento Em Ações;BRSAFECTF001;BRL;funds
brazil;0P0000ZJX5;Bb Ações Total Return Distribuição Fundo De Investimento Em Cotas De Fundos De Investimento;Bb Ações Total Return Distribuição Fundo De Investimento Em Cotas De Fundos De Investimento;BRBBS6CTF007;BRL;funds
brazil;0P0000YAR6;Focus Super Fundo De Investimento Em Ações - Bdr Nível I;Focus Super Fundo De Investimento Em Ações - Bdr Nível I;BRFOC6CTF006;BRL;funds
brazil;0P00011Q0E;Ipê Fundo De Investimento De Ações Bdr Nível I;Ipê Fundo De Investimento De Ações Bdr Nível I;;BRL;funds
brazil;0P0000U0TA;Bradesco Bj Fundo De Investimento Em Cotas De Fundos De Investimento Em Ações 157;Bradesco Bj Fundo De Investimento Em Cotas De Fundos De Investimento Em Ações 157;BRA157CTF004;BRL;funds
brazil;0P0000UAAA;Cshg Allocation Cox Fundo De Investimento Em Cotas De Fundos De Investimento Em Ações;Cshg Allocation Cox Fundo De Investimento Em Cotas De Fundos De Investimento Em Ações;BRCOX4CTF009;BRL;funds
brazil;0P0000U2SM;Geração Futuro L Par Fundo De Investimento Em Cotas De Fundo De Investimento Em Ações;Geração Futuro L Par Fundo De Investimento Em Cotas De Fundo De Investimento Em Ações;BRGEL1CTF007;BRL;funds
brazil;0P0000U6CF;Kadima Equities Fundo De Investimento Em Cotas De Fundos De Investimento Em Ações;Kadima Equities Fundo De Investimento Em Cotas De Fundos De Investimento Em Ações;BRKDM8CTF006;BRL;funds
brazil;0P0000U6CD;Kadima Equities Master Fundo De Investimento Em Ações;Kadima Equities Master Fundo De Investimento Em Ações;BRKDM9CTF004;BRL;funds
brazil;0P0000U8RV;Btg Pactual Andrômeda Fundo De Investimento De Ações;Btg Pactual Andrômeda Fundo De Investimento De Ações;BRPANDCTF003;BRL;funds
brazil;0P0000UBT4;América Fundo De Investimento Em Cotas De Fundos De Investimento Em Ações;América Fundo De Investimento Em Cotas De Fundos De Investimento Em Ações;BRAMR6CTF006;BRL;funds
brazil;0P0000Y9R5;Bb Ações Pipe Fundo De Investimento Em Cotas De Fundos De Investimento;Bb Ações Pipe Fundo De Investimento Em Cotas De Fundos De Investimento;BRPIP3CTF004;BRL;funds
brazil;0P0000V1VK;Xp Crescente Fundo De Investimento Multimercado;Xp Crescente Fundo De Investimento Multimercado;BRXPC1CTF004;BRL;funds
brazil;0P0000U7ZE;Bradesco Fundo De Investimento Em Ações Super Ação;Bradesco Fundo De Investimento Em Ações Super Ação;BRSPACCTF004;BRL;funds
brazil;0P000155NF;Itau Personnalité Seleção Arx Ações Fundo De Investimento Em Cotas De Fundos De Investimento;Itau Personnalité Seleção Arx Ações Fundo De Investimento Em Cotas De Fundos De Investimento;BRPSN8CTF003;BRL;funds
brazil;0P0000UFDD;Ventor Ações Fundo De Investimento Em Ações;Ventor Ações Fundo De Investimento Em Ações;BRVNT5CTF000;BRL;funds
brazil;0P0000U9NP;Fundo De Investimento Em Cotas De Fundos De Investimento Em Ações Caixa Ibovespa;Fundo De Investimento Em Cotas De Fundos De Investimento Em Ações Caixa Ibovespa;BRCXBVCTF000;BRL;funds
brazil;0P0000U0R5;Bb Ações Ibovespa Indexado I Fundo De Investimento Em Cotas De Fundos De Investimento;Bb Ações Ibovespa Indexado I Fundo De Investimento Em Cotas De Fundos De Investimento;BREST3CTF001;BRL;funds
brazil;0P0000U0RI;Bb Ações Alocação Etf Fundo De Investimento Em Ações;Bb Ações Alocação Etf Fundo De Investimento Em Ações;BRPIBSCTF009;BRL;funds
brazil;0P0000UBHE;Bram H Fundo De Investimento Ações Institucional;Bram H Fundo De Investimento Ações Institucional;BRFCCFCTF008;BRL;funds
brazil;0P0000U69Q;Icatu Vanguarda Ações Ibx Fundo De Investimento;Icatu Vanguarda Ações Ibx Fundo De Investimento;BRIHARCTF000;BRL;funds
brazil;0P0000WAQQ;Apex Ações Fundo De Investimento Em Cotas De Fundos De Investimento De Ações Institucional I;Apex Ações Fundo De Investimento Em Cotas De Fundos De Investimento De Ações Institucional I;BRAPE3CTF005;BRL;funds
brazil;0P0000U4J8;Ibiuna Equities Fundo De Investimento Em Cotas De Fundos De Investimento Em Ações;Ibiuna Equities Fundo De Investimento Em Cotas De Fundos De Investimento Em Ações;BRVC20CTF000;BRL;funds
brazil;0P0000U0R9;Bb Ações Ibrx Indexado Fundo De Investimento Em Cotas De Fundos De Investimento;Bb Ações Ibrx Indexado Fundo De Investimento Em Cotas De Fundos De Investimento;BRFIBACTF008;BRL;funds
brazil;0P0000WGRH;Bradesco Fundo De Investimento Em Cotas De Fundos De Investimento Em Ações Institucional Ibrx Alpha;Bradesco Fundo De Investimento Em Cotas De Fundos De Investimento Em Ações Institucional Ibrx Alpha;BRIBR5CTF003;BRL;funds
brazil;0P0000U0R8;Bb Ações Ibovespa Indexado Fundo De Investimento Em Cotas De Fundos De Investimento;Bb Ações Ibovespa Indexado Fundo De Investimento Em Cotas De Fundos De Investimento;BRBBAICTF007;BRL;funds
brazil;0P00015DWQ;Tnaa Fundo De Investimento Em Cotas De Fundos De Investimento Em Ações;Tnaa Fundo De Investimento Em Cotas De Fundos De Investimento Em Ações;BRTNAACTF001;BRL;funds
brazil;0P00015A6F;Vista Fundo De Investimento De Ações;Vista Fundo De Investimento De Ações;BRVSFICTF008;BRL;funds
brazil;0P0000U42K;Bb Top Ações Ibrx Indexado Fundo De Investimento;Bb Top Ações Ibrx Indexado Fundo De Investimento;BRTOP5CTF007;BRL;funds
brazil;0P0000UFEE;Bram H Fundo De Investimento Em Ações Passivo Ibrx;Bram H Fundo De Investimento Em Ações Passivo Ibrx;BRHSI2CTF003;BRL;funds
brazil;0P0000V2XH;Constância Legan Brasil Fundo De Investimento Em Ações;Constância Legan Brasil Fundo De Investimento Em Ações;BRCPS4CTF005;BRL;funds
brazil;0P0000UBGP;Itaú índice Ações Ibovespa - Fundo De Investimento Em Cotas De Fundos De Investimento;Itaú índice Ações Ibovespa - Fundo De Investimento Em Cotas De Fundos De Investimento;BRIIAICTF007;BRL;funds
brazil;0P00013PIY;Bradesco Fundo De Investimento Em Ações Absoluto;Bradesco Fundo De Investimento Em Ações Absoluto;BRTKG1CTF001;BRL;funds
brazil;0P0000V32K;Blackrock Institucional Ibovespa Fundo De Investimento Em Ações;Blackrock Institucional Ibovespa Fundo De Investimento Em Ações;BRBLK4CTF008;BRL;funds
brazil;0P0000U8RR;Btg Pactual Absoluto Ii Fundo De Investimento Em Quotas De Fundos De Investimento De Ações;Btg Pactual Absoluto Ii Fundo De Investimento Em Quotas De Fundos De Investimento De Ações;BRBAB2CTF006;BRL;funds
brazil;0P00016ZPB;Butiá Fundamental Fundo De Investimento Em Cotas De Fundos De Investimento De Ações;Butiá Fundamental Fundo De Investimento Em Cotas De Fundos De Investimento De Ações;BRBTI3CTF006;BRL;funds
brazil;0P0000U9NU;Fundo De Investimento Em Ações Caixa Pibb Ibrx-50;Fundo De Investimento Em Ações Caixa Pibb Ibrx-50;BRCPBSCTF002;BRL;funds
brazil;0P0000ZGQ9;Caixa Etf Ibovespa Index Fund;Caixa Etf Ibovespa Index Fund;BRXBOVCTF005;BRL;funds
brazil;0P0000U47N;Vinci Gas Seleção Dividendos Fundo De Investimento Em Ações;Vinci Gas Seleção Dividendos Fundo De Investimento Em Ações;BRAPG6CTF006;BRL;funds
brazil;0P0000U9NS;Fundo De Investimento Em Ações Caixa Ibrx Ativo;Fundo De Investimento Em Ações Caixa Ibrx Ativo;BRCPBCCTF006;BRL;funds
brazil;0P0000V1VS;Atlas One Fundo De Investimento Em Cotas De Fundos De Investimento Em Ações;Atlas One Fundo De Investimento Em Cotas De Fundos De Investimento Em Ações;BRMTR4CTF000;BRL;funds
brazil;0P0000U5BW;Atlas One Master Fundo De Investimento De Ações;Atlas One Master Fundo De Investimento De Ações;BRAGU3CTF006;BRL;funds
brazil;0P0000ZSG6;Xp Long Biased Fundo De Investimento Em Cotas De Fundos De Investimento Multimercado;Xp Long Biased Fundo De Investimento Em Cotas De Fundos De Investimento Multimercado;BRXPG6CTF009;BRL;funds
brazil;0P0000XJYE;Fundo De Investimento Em Ações Caixa Brasil Etf Ibovespa;Fundo De Investimento Em Ações Caixa Brasil Etf Ibovespa;BRETF2CTF008;BRL;funds
brazil;0P0000U4I6;Brasil Plural Estratégia Fundo De Investimento Em Cotas De Fundos De Investimento Em Ações;Brasil Plural Estratégia Fundo De Investimento Em Cotas De Fundos De Investimento Em Ações;BRGVA1CTF009;BRL;funds
brazil;0P0000UG1Y;Itaú Ações Ibovespa Ativo Fundo De Investimento Em Cotas De Fundos De Investimento;Itaú Ações Ibovespa Ativo Fundo De Investimento Em Cotas De Fundos De Investimento;BRTCNQCTF003;BRL;funds
brazil;0P0000UCJR;Itaú Caixa Ações - Fundo De Investimento;Itaú Caixa Ações - Fundo De Investimento;BRICAFCTF006;BRL;funds
brazil;0P0000UG2W;Bradesco H Fundo De Investimento Em Ações Ibovespa;Bradesco H Fundo De Investimento Em Ações Ibovespa;BRHTOPCTF002;BRL;funds
brazil;0P0000U2GA;Sparta Fundo De Investimento Em Ações - Bdr Nível I;Sparta Fundo De Investimento Em Ações - Bdr Nível I;BRSPARCTF002;BRL;funds
brazil;0P0000UCK6;Itaú Fundo De Investimento Em Pibbs - Ações;Itaú Fundo De Investimento Em Pibbs - Ações;BR2PBCCTF003;BRL;funds
brazil;0P0000UBE6;Porto Seguro Ações Fundo De Investimento Em Cotas De Fundos De Investimento;Porto Seguro Ações Fundo De Investimento Em Cotas De Fundos De Investimento;BRPSFACTF007;BRL;funds
brazil;0P0000V2CX;Sicredi - Fundo De Investimento Em Ações Ibovespa;Sicredi - Fundo De Investimento Em Ações Ibovespa;BRSCD8CTF000;BRL;funds
brazil;0P0000U7YT;Bradesco Fundo De Investimento Em Ações Ibovespa Plus;Bradesco Fundo De Investimento Em Ações Ibovespa Plus;BRIBPLCTF004;BRL;funds
brazil;0P0000UG1X;Itaú Ações Index Ibovespa - Fundo De Investimento Em Cotas De Fundos De Investimento;Itaú Ações Index Ibovespa - Fundo De Investimento Em Cotas De Fundos De Investimento;BRMCHECTF006;BRL;funds
brazil;0P0000UC30;Western Asset Prev Ibrx Ativo Ações Fundo De Investimento;Western Asset Prev Ibrx Ativo Ações Fundo De Investimento;BRLEG1CTF007;BRL;funds
brazil;0P0000U8RJ;Btg Pactual Absoluto Institucional Fiq De Fundos De Investimento De Ações;Btg Pactual Absoluto Institucional Fiq De Fundos De Investimento De Ações;BRBTG9CTF005;BRL;funds
brazil;0P0000UBOC;Itaú Index Ações Ibovespa - Fundo De Investimento;Itaú Index Ações Ibovespa - Fundo De Investimento;BRITIBCTF002;BRL;funds
brazil;0P0000U69W;Icatu Vanguarda Dividendos Fundo De Investimento Em Ações;Icatu Vanguarda Dividendos Fundo De Investimento Em Ações;BRIHDVCTF006;BRL;funds
brazil;0P0000UG0G;Opportunity Log Fundo De Investimento Em Ações Bdr Nível I Investimento No Exterior;Opportunity Log Fundo De Investimento Em Ações Bdr Nível I Investimento No Exterior;BRLOGACTF003;BRL;funds
brazil;0P0000UF03;Itaú Index Ações Ibrx - Fundo De Investimento;Itaú Index Ações Ibrx - Fundo De Investimento;BRIDX3CTF008;BRL;funds
brazil;0P0000U5CV;Arpoador Fundo De Investimento De Ações;Arpoador Fundo De Investimento De Ações;BRARP4CTF008;BRL;funds
brazil;0P0000U6WK;Squadra Institucional Fundo De Investimento De Ações;Squadra Institucional Fundo De Investimento De Ações;BRSQD8CTF004;BRL;funds
brazil;0P0000U6XQ;Tempo Capital Principal Fundo De Investimento De Ações;Tempo Capital Principal Fundo De Investimento De Ações;BRTMP1CTF008;BRL;funds
brazil;0P0000U80M;Bradesco Fundo De Investimento Em Cotas De Fundos De Investimento Em Ações Iii;Bradesco Fundo De Investimento Em Cotas De Fundos De Investimento Em Ações Iii;BRBFA3CTF000;BRL;funds
brazil;0P0000U7S5;Bradesco Prime Fundo De Investimento Em Cotas De Fundos De Investimento Ações Governança Corporativa;Bradesco Prime Fundo De Investimento Em Cotas De Fundos De Investimento Ações Governança Corporativa;BRBGC2CTF009;BRL;funds
brazil;0P0000U2S9;Geração Futuro Ativações Fundo De Investimento Em Ações;Geração Futuro Ativações Fundo De Investimento Em Ações;BRFIA3CTF003;BRL;funds
brazil;0P0000U6SM;Prospero Fundo De Investimento Em Ações;Prospero Fundo De Investimento Em Ações;BRADIVCTF001;BRL;funds
brazil;0P0000UE3F;Planner Advanced Fundo De Investimento Em Ações;Planner Advanced Fundo De Investimento Em Ações;BRPLN4CTF009;BRL;funds
brazil;0P0000UCZN;Tarpon 90 Cshg Fundo De Investimento Em Cotas De Fundos De Investimento Em Ações;Tarpon 90 Cshg Fundo De Investimento Em Cotas De Fundos De Investimento Em Ações;BRTP90CTF009;BRL;funds
brazil;0P0000ZL4H;Geral Dividendo Fundo De Investimento Em Ações;Geral Dividendo Fundo De Investimento Em Ações;BRGEI1CTF002;BRL;funds
brazil;0P0000UEBX;Itaú Empresa Governança Corporativa Ações - Fundo De Investimento Em Cotas De Fundos De Investimento;Itaú Empresa Governança Corporativa Ações - Fundo De Investimento Em Cotas De Fundos De Investimento;BRIGV2CTF009;BRL;funds
brazil;0P0000U67K;Gwi High Value Fundo De Investimento Em Ações Investimento No Exterior;Gwi High Value Fundo De Investimento Em Ações Investimento No Exterior;BRGWI6CTF009;BRL;funds
brazil;0P0000U0Z7;It Now Pibb Ibrx-50 Index Fund - Pibb11 Etf;It Now Pibb Ibrx-50 Index Fund - Pibb11 Etf;BRPIBBCTF005;BRL;funds
brazil;0P0000U94L;Btg Pactual Absoluto Fundo De Investimento Em Quotas De Fundos De Investimento De Ações;Btg Pactual Absoluto Fundo De Investimento Em Quotas De Fundos De Investimento De Ações;BRBTG4CTF006;BRL;funds
brazil;0P0000U6SW;Az Quest Master Fundo De Investimento Em Ações;Az Quest Master Fundo De Investimento Em Ações;BRQUE7CTF001;BRL;funds
brazil;0P00015B75;Itaú Private Ações Index Ibovespa Fundo De Investimento Em Cotas De Fundos De Investimento;Itaú Private Ações Index Ibovespa Fundo De Investimento Em Cotas De Fundos De Investimento;BRIDX7CTF009;BRL;funds
brazil;0P0000ZEYC;Bb Ações Alocação Fundo De Investimento Em Ações;Bb Ações Alocação Fundo De Investimento Em Ações;BRALO7CTF008;BRL;funds
brazil;0P0000UBDY;Opportunity Logica Ii Fundo De Investimento Em Cotas De Fundos De Investimento Em Acoes;Opportunity Logica Ii Fundo De Investimento Em Cotas De Fundos De Investimento Em Acoes;BRLGIICTF008;BRL;funds
brazil;0P0000WAKT;Fundo De Investimento Em Ações Caixa Consumo;Fundo De Investimento Em Ações Caixa Consumo;BRCXC2CTF007;BRL;funds
brazil;0P0000U85A;Bram Fundo De Investimento Em Ações Ibrx Ativo;Bram Fundo De Investimento Em Ações Ibrx Ativo;BRBRM2CTF004;BRL;funds
brazil;0P00011SP8;Bram H Fundo De Investimento Ações Dividendos;Bram H Fundo De Investimento Ações Dividendos;BRHBS5CTF003;BRL;funds
brazil;0P0000ZQS5;Itaú Ibovespa Ativo Master Fundo De Investimento Em Ações;Itaú Ibovespa Ativo Master Fundo De Investimento Em Ações;BRIBO4CTF009;BRL;funds
brazil;0P0000U93V;Fundo De Investimento Em Ações Caixa Brasil Ibovespa;Fundo De Investimento Em Ações Caixa Brasil Ibovespa;BRCA83CTF002;BRL;funds
brazil;0P0000U3E9;Santander Fundo De Investimento Ibrx Ações;Santander Fundo De Investimento Ibrx Ações;BRFIBXCTF000;BRL;funds
brazil;0P0000U42E;Bb Top Ações Ibovespa Indexado Fundo De Investimento;Bb Top Ações Ibovespa Indexado Fundo De Investimento;BRTOP6CTF005;BRL;funds
brazil;0P0000U6RO;Occam Fundo De Investimento De Ações;Occam Fundo De Investimento De Ações;BRPLU6CTF005;BRL;funds
brazil;0P0000YF16;Itaú Vértice Ibovespa Index Fundo De Investimento Em Cotas De Fundos De Investimento Ações;Itaú Vértice Ibovespa Index Fundo De Investimento Em Cotas De Fundos De Investimento Ações;BRIVI1CTF009;BRL;funds
brazil;0P0000U855;Bram Fundo De Investimento Em Ações;Bram Fundo De Investimento Em Ações;BRBRAACTF000;BRL;funds
brazil;0P0000UG30;Itaú Ações Ibrx Ativo Fundo De Investimento Em Cotas De Fundos De Investimento;Itaú Ações Ibrx Ativo Fundo De Investimento Em Cotas De Fundos De Investimento;BRITCSCTF009;BRL;funds
brazil;0P0000TJVJ;Sul América Equities Fundo De Investimento Em Ações;Sul América Equities Fundo De Investimento Em Ações;BRRTN1CTF005;BRL;funds
brazil;0P0000U9DQ;Fundo De Investimento Em Ações Caixa Brasil Ibx-50;Fundo De Investimento Em Ações Caixa Brasil Ibx-50;BRCXB1CTF000;BRL;funds
brazil;0P0000WILG;Spx Patriot Master Fundo De Investimento De Ações;Spx Patriot Master Fundo De Investimento De Ações;BRFLC5CTF001;BRL;funds
brazil;0P00011SP6;Bradesco Fundo De Investimento Em Cotas De Fundos De Investimento Em Ações Dividendos Fpm;Bradesco Fundo De Investimento Em Cotas De Fundos De Investimento Em Ações Dividendos Fpm;BRHBS4CTF006;BRL;funds
brazil;0P0000YGB1;Bogari Value Institucional Fundo De Investimento De Ações;Bogari Value Institucional Fundo De Investimento De Ações;BRBGR5CTF005;BRL;funds
brazil;0P00012HLR;Apex Ações Fundo De Investimento Em Cotas De Fundos De Investimento De Ações;Apex Ações Fundo De Investimento Em Cotas De Fundos De Investimento De Ações;BRAPX6CTF005;BRL;funds
brazil;0P0000U6HT;Sul América Fv Fundo De Investimento De Ações;Sul América Fv Fundo De Investimento De Ações;BRMIT3CTF003;BRL;funds
brazil;LP68151398;Fator Master Fundo De Investimento Em Ações;Fator Master Fundo De Investimento Em Ações;BRPRS8CTF009;BRL;funds
brazil;0P0000U0R6;Bb Ações Ibovespa Ativo Fundo De Investimento Em Cotas De Fundos De Investimento;Bb Ações Ibovespa Ativo Fundo De Investimento Em Cotas De Fundos De Investimento;BRBAMACTF001;BRL;funds
brazil;0P0000VPVX;Mistyque Teens Fundo De Investimento Em Ações;Mistyque Teens Fundo De Investimento Em Ações;BRMTY2CTF005;BRL;funds
brazil;0P000146CR;Normandia Fundo De Investimento Em Ações;Normandia Fundo De Investimento Em Ações;BRNMD3CTF004;BRL;funds
brazil;0P00017AE8;Vinci Fatorial Dinâmico Fundo De Investimento Em Ações;Vinci Fatorial Dinâmico Fundo De Investimento Em Ações;BRVSV2CTF008;BRL;funds
